Citycode,Provincecode,Province,City,LUL
211100,210000,辽宁省,盘锦市,310.515214
211200,210000,辽宁省,铁岭市,272.8599311
211300,210000,辽宁省,朝阳市,259.1006817
211400,210000,辽宁省,葫芦岛市,265.1571974
220100,220000,吉林省,长春市,301.5581644
220200,220000,吉林省,吉林市,244.7956935
220300,220000,吉林省,四平市,296.1805418
220400,220000,吉林省,辽源市,273.9271855
220500,220000,吉林省,通化市,236.5460019
220600,220000,吉林省,白山市,208.6508309
220700,220000,吉林省,松原市,287.8331163
220800,220000,吉林省,白城市,270.1238854
222400,220000,吉林省,延边朝鲜族自治州,215.4711574
230100,230000,黑龙江省,哈尔滨市,259.8701165
230200,230000,黑龙江省,齐齐哈尔市,292.8915413
230300,230000,黑龙江省,鸡西市,263.7020121
230400,230000,黑龙江省,鹤岗市,255.737128
230500,230000,黑龙江省,双鸭山市,262.1389937
230600,230000,黑龙江省,大庆市,286.9743011
230700,230000,黑龙江省,伊春市,212.0819848
230800,230000,黑龙江省,佳木斯市,282.3810184
230900,230000,黑龙江省,七台河市,257.913777
231000,230000,黑龙江省,牡丹江市,226.3247662
231100,230000,黑龙江省,黑河市,236.9435348
231200,230000,黑龙江省,绥化市,283.7547913
232700,230000,黑龙江省,大兴安岭地区,202.1452612
310000,310000,上海市,上海市,304.7359123
320100,320000,江苏省,南京市,300.6242806
320200,320000,江苏省,无锡市,296.5094951
320300,320000,江苏省,徐州市,319.4789015
320400,320000,江苏省,常州市,299.7613164
320500,320000,江苏省,苏州市,286.0526123
320600,320000,江苏省,南通市,303.8685137
320700,320000,江苏省,连云港市,308.1899899
320800,320000,江苏省,淮安市,295.0821488
320900,320000,江苏省,盐城市,303.5954323
321000,320000,江苏省,扬州市,298.3529048
321100,320000,江苏省,镇江市,302.6298544
321200,320000,江苏省,泰州市,303.7919523
321300,320000,江苏省,宿迁市,301.3678549
330100,330000,浙江省,杭州市,231.4670363
330200,330000,浙江省,宁波市,243.3781737
330300,330000,浙江省,温州市,227.0366008
330400,330000,浙江省,嘉兴市,255.9801964
330500,330000,浙江省,湖州市,262.2854235
330600,330000,浙江省,绍兴市,245.1295874
330700,330000,浙江省,金华市,241.7595899
330800,330000,浙江省,衢州市,231.7371641
330900,330000,浙江省,舟山市,212.1622074
331000,330000,浙江省,台州市,234.694548
331100,330000,浙江省,丽水市,208.0406744
340100,340000,安徽省,合肥市,295.5649441
340200,340000,安徽省,芜湖市,286.3407344
340300,340000,安徽省,蚌埠市,308.2957454
340400,340000,安徽省,淮南市,304.5519968
340500,340000,安徽省,马鞍山市,287.0574068
340600,340000,安徽省,淮北市,316.6979832
340700,340000,安徽省,铜陵市,273.8034205
340800,340000,安徽省,安庆市,253.5796742
341000,340000,安徽省,黄山市,212.0326305
341100,340000,安徽省,滁州市,296.4866662
341200,340000,安徽省,阜阳市,313.113163
341300,340000,安徽省,宿州市,313.8952853
341500,340000,安徽省,六安市,258.0389446
341600,340000,安徽省,亳州市,314.14736
341700,340000,安徽省,池州市,231.6026251
341800,340000,安徽省,宣城市,238.9379895
350100,350000,福建省,福州市,228.7376767
350200,350000,福建省,厦门市,269.7629032
350300,350000,福建省,莆田市,239.4200343
350400,350000,福建省,三明市,209.3336173
350500,350000,福建省,泉州市,235.9623611
350600,350000,福建省,漳州市,227.8845742
350700,350000,福建省,南平市,209.8998585
350800,350000,福建省,龙岩市,210.0964422
350900,350000,福建省,宁德市,210.0213613
360100,360000,江西省,南昌市,283.888866
360200,360000,江西省,景德镇市,232.0715741
360300,360000,江西省,萍乡市,234.6406274
360400,360000,江西省,九江市,234.659976
360500,360000,江西省,新余市,254.5277304
360600,360000,江西省,鹰潭市,255.8456596
360700,360000,江西省,赣州市,220.0166987
360800,360000,江西省,吉安市,231.4440231
360900,360000,江西省,宜春市,245.6552258
361000,360000,江西省,抚州市,231.7110442
361100,360000,江西省,上饶市,238.8216376
370100,370000,山东省,济南市,302.8962124
370200,370000,山东省,青岛市,316.5989377
370300,370000,山东省,淄博市,298.6303972
370400,370000,山东省,枣庄市,314.7620771
370500,370000,山东省,东营市,289.4865208
370600,370000,山东省,烟台市,299.460375
370700,370000,山东省,潍坊市,305.8545491
370800,370000,山东省,济宁市,308.273855
370900,370000,山东省,泰安市,306.1272447
371000,370000,山东省,威海市,300.3938863
371100,370000,山东省,日照市,306.7459226
371300,370000,山东省,临沂市,308.975556
371400,370000,山东省,德州市,321.2984239
371500,370000,山东省,聊城市,321.2787501
371600,370000,山东省,滨州市,301.2944507
371700,370000,山东省,菏泽市,318.889976
410100,410000,河南省,郑州市,314.0586217
410200,410000,河南省,开封市,317.0075061
410300,410000,河南省,洛阳市,260.3947718
410400,410000,河南省,平顶山市,293.8537586
410500,410000,河南省,安阳市,301.3040345
410600,410000,河南省,鹤壁市,305.7297799
410700,410000,河南省,新乡市,307.8214896
410800,410000,河南省,焦作市,308.8693467
410900,410000,河南省,濮阳市,321.0804205
411000,410000,河南省,许昌市,314.3540834
411100,410000,河南省,漯河市,316.6413501
411200,410000,河南省,三门峡市,243.3431764
411300,410000,河南省,南阳市,275.560294
411400,410000,河南省,商丘市,318.0755858
411500,410000,河南省,信阳市,283.4212826
411600,410000,河南省,周口市,315.5060684
411700,410000,河南省,驻马店市,303.559472
419001,410000,河南省,济源市,268.7108187
420100,420000,湖北省,武汉市,289.0237882
420200,420000,湖北省,黄石市,258.0787007
420300,420000,湖北省,十堰市,217.982734
420500,420000,湖北省,宜昌市,228.4225906
420600,420000,湖北省,襄阳市,258.997328
420700,420000,湖北省,鄂州市,281.6389011
420800,420000,湖北省,荆门市,272.327808
420900,420000,湖北省,孝感市,284.2520522
421000,420000,湖北省,荆州市,286.5258504
421100,420000,湖北省,黄冈市,256.180746
421200,420000,湖北省,咸宁市,238.9934676
421300,420000,湖北省,随州市,253.600458
422800,420000,湖北省,恩施土家族苗族自治州,216.7360478
429004,420000,湖北省,仙桃市,294.8403533
429005,420000,湖北省,潜江市,300.8839263
429006,420000,湖北省,天门市,299.4281381
429021,420000,湖北省,神农架林区,202.1386791
430100,430000,湖南省,长沙市,252.1283664
430200,430000,湖南省,株洲市,235.394577
430300,430000,湖南省,湘潭市,259.6351927
430400,430000,湖南省,衡阳市,258.5224563
430500,430000,湖南省,邵阳市,234.9184125
430600,430000,湖南省,岳阳市,254.160427
430700,430000,湖南省,常德市,253.3953646
430800,430000,湖南省,张家界市,220.7530201
430900,430000,湖南省,益阳市,245.4894968
431000,430000,湖南省,郴州市,226.115935
431100,430000,湖南省,永州市,237.0446142
431200,430000,湖南省,怀化市,218.8079341
431300,430000,湖南省,娄底市,244.8695109
433100,430000,湖南省,湘西土家族苗族自治州,220.4710915
440100,440000,广东省,广州市,262.4339087
440200,440000,广东省,韶关市,218.8669696
440300,440000,广东省,深圳市,286.7794406
440400,440000,广东省,珠海市,250.3973551
440500,440000,广东省,汕头市,275.3580118
440600,440000,广东省,佛山市,294.8270883
440700,440000,广东省,江门市,245.4812891
440800,440000,广东省,湛江市,280.3258787
440900,440000,广东省,茂名市,233.0495765
441200,440000,广东省,肇庆市,219.6570914
441300,440000,广东省,惠州市,232.5099003
441400,440000,广东省,梅州市,216.1404007
441500,440000,广东省,汕尾市,241.4063096
441600,440000,广东省,河源市,214.3790378
441700,440000,广东省,阳江市,232.6968288
441800,440000,广东省,清远市,222.63233
441900,440000,广东省,东莞市,310.0741522
442000,440000,广东省,中山市,287.3701757
445100,440000,广东省,潮州市,234.593793
445200,440000,广东省,揭阳市,249.1392626
445300,440000,广东省,云浮市,222.4576701
450100,450000,广西壮族自治区,南宁市,243.2845991
450200,450000,广西壮族自治区,柳州市,226.4988077
450300,450000,广西壮族自治区,桂林市,222.4652603
450400,450000,广西壮族自治区,梧州市,213.5301343
450500,450000,广西壮族自治区,北海市,268.3698753
450600,450000,广西壮族自治区,防城港市,223.5262318
450700,450000,广西壮族自治区,钦州市,231.8806161
450800,450000,广西壮族自治区,贵港市,246.3743647
450900,450000,广西壮族自治区,玉林市,227.0066467
451000,450000,广西壮族自治区,百色市,205.6047843
451100,450000,广西壮族自治区,贺州市,222.4149439
451200,450000,广西壮族自治区,河池市,203.0779168
451300,450000,广西壮族自治区,来宾市,236.3249074
451400,450000,广西壮族自治区,崇左市,226.8941518
460100,460000,海南省,海口市,255.3076663
460200,460000,海南省,三亚市,227.0223348
460400,460000,海南省,儋州市,235.1828795
469001,460000,海南省,五指山市,204.3701367
469002,460000,海南省,琼海市,226.8735816
469005,460000,海南省,文昌市,259.6037921
469006,460000,海南省,万宁市,230.7937681
469007,460000,海南省,东方市,248.8186233
469021,460000,海南省,定安县,231.2518176
469022,460000,海南省,屯昌县,212.2351633
469023,460000,海南省,澄迈县,230.1224646
469024,460000,海南省,临高县,246.7502193
469025,460000,海南省,白沙黎族自治县,206.605864
469026,460000,海南省,昌江黎族自治县,237.4854939
469027,460000,海南省,乐东黎族自治县,233.1209834
469028,460000,海南省,陵水黎族自治县,240.0487609
469029,460000,海南省,保亭黎族苗族自治县,206.4404428
469030,460000,海南省,琼中黎族苗族自治县,202.7080918
5.00E+05,5.00E+05,重庆市,重庆市,246.6113577
510100,510000,四川省,成都市,287.745726
510300,510000,四川省,自贡市,294.3880179
510400,510000,四川省,攀枝花市,219.7186536
510500,510000,四川省,泸州市,252.7548189
510600,510000,四川省,德阳市,283.5319752
510700,510000,四川省,绵阳市,246.1275968
510800,510000,四川省,广元市,239.9198988
510900,510000,四川省,遂宁市,291.2947101
511000,510000,四川省,内江市,293.6160449
511100,510000,四川省,乐山市,241.2064411
511300,510000,四川省,南充市,287.0549358
511400,510000,四川省,眉山市,278.873558
511500,510000,四川省,宜宾市,262.6696464
511600,510000,四川省,广安市,281.8576978
511700,510000,四川省,达州市,250.9005402
511800,510000,四川省,雅安市,213.0682371
511900,510000,四川省,巴中市,241.1893109
512000,510000,四川省,资阳市,295.6775761
513200,510000,四川省,阿坝藏族羌族自治州,195.1831358
513300,510000,四川省,甘孜藏族自治州,192.4438934
513400,510000,四川省,凉山彝族自治州,212.609332
520100,520000,贵州省,贵阳市,252.2529875
520200,520000,贵州省,六盘水市,229.9525701
520300,520000,贵州省,遵义市,236.2305605
520400,520000,贵州省,安顺市,232.6011335
520500,520000,贵州省,毕节市,240.4942114
520600,520000,贵州省,铜仁市,232.5437255
522300,520000,贵州省,黔西南布依族苗族自治州,223.3249798
522600,520000,贵州省,黔东南苗族侗族自治州,216.0510871
522700,520000,贵州省,黔南布依族苗族自治州,216.4679561
530100,530000,云南省,昆明市,232.2201102
530300,530000,云南省,曲靖市,239.6658077
530400,530000,云南省,玉溪市,220.1655593
530500,530000,云南省,保山市,217.2974596
530600,530000,云南省,昭通市,225.8398012
530700,530000,云南省,丽江市,206.9869606
530800,530000,云南省,普洱市,211.9828037
530900,530000,云南省,临沧市,219.0330052
532300,530000,云南省,楚雄彝族自治州,213.2249032
532500,530000,云南省,红河哈尼族彝族自治州,222.3849916
532600,530000,云南省,文山壮族苗族自治州,211.6132184
532800,530000,云南省,西双版纳傣族自治州,209.1597967
532900,530000,云南省,大理白族自治州,216.7228398
533100,530000,云南省,德宏傣族景颇族自治州,218.6277545
533300,530000,云南省,怒江傈僳族自治州,199.7171761
533400,530000,云南省,迪庆藏族自治州,196.1294129
540100,540000,西藏自治区,拉萨市,179.1220898
540200,540000,西藏自治区,日喀则市,167.9906002
540300,540000,西藏自治区,昌都市,174.9989677
540400,540000,西藏自治区,林芝市,171.8026466
540500,540000,西藏自治区,山南市,179.0736029
540600,540000,西藏自治区,那曲市,175.1991742
542500,540000,西藏自治区,阿里地区,151.7209058
610100,610000,陕西省,西安市,262.9374563
610200,610000,陕西省,铜川市,243.437508
610300,610000,陕西省,宝鸡市,233.8053747
610400,610000,陕西省,咸阳市,279.0832261
610500,610000,陕西省,渭南市,285.8637184
610600,610000,陕西省,延安市,211.5111474
610700,610000,陕西省,汉中市,224.292589
610800,610000,陕西省,榆林市,223.6327676
610900,610000,陕西省,安康市,217.9825707
611000,610000,陕西省,商洛市,211.3540348
620100,620000,甘肃省,兰州市,215.6089758
620200,620000,甘肃省,嘉峪关市,50.2199964
620300,620000,甘肃省,金昌市,147.0535837
620400,620000,甘肃省,白银市,209.538956
620500,620000,甘肃省,天水市,250.009266
620600,620000,甘肃省,武威市,115.6291647
620700,620000,甘肃省,张掖市,150.7404974
620800,620000,甘肃省,平凉市,254.2611126
620900,620000,甘肃省,酒泉市,31.39812779
621000,620000,甘肃省,庆阳市,222.0506634
621100,620000,甘肃省,定西市,237.1815189
621200,620000,甘肃省,陇南市,222.5875605
622900,620000,甘肃省,临夏回族自治州,237.0235161
623000,620000,甘肃省,甘南藏族自治州,196.9363118
630100,630000,青海省,西宁市,214.8531245
630200,630000,青海省,海东市,212.656424
632200,630000,青海省,海北藏族自治州,182.5324699
632300,630000,青海省,黄南藏族自治州,192.371471
632500,630000,青海省,海南藏族自治州,187.4456033
632600,630000,青海省,果洛藏族自治州,193.2329628
632700,630000,青海省,玉树藏族自治州,173.6370939
632800,630000,青海省,海西蒙古族藏族自治州,85.13781022
640100,640000,宁夏回族自治区,银川市,234.6823714
640200,640000,宁夏回族自治区,石嘴山市,233.7957567
640300,640000,宁夏回族自治区,吴忠市,213.1754498
640400,640000,宁夏回族自治区,固原市,237.3889106
640500,640000,宁夏回族自治区,中卫市,208.0746649
650100,650000,新疆维吾尔自治区,乌鲁木齐市,135.9648954
650200,650000,新疆维吾尔自治区,克拉玛依市,68.1793185
650400,650000,新疆维吾尔自治区,吐鲁番市,24.44825841
650500,650000,新疆维吾尔自治区,哈密市,29.66746654
652300,650000,新疆维吾尔自治区,昌吉回族自治州,112.9496316
652700,650000,新疆维吾尔自治区,博尔塔拉蒙古自治州,157.7352865
652800,650000,新疆维吾尔自治区,巴音郭楞蒙古自治州,39.65438189
652900,650000,新疆维吾尔自治区,阿克苏地区,77.3019762
653000,650000,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,94.78002997
653100,650000,新疆维吾尔自治区,喀什地区,81.70137616
653200,650000,新疆维吾尔自治区,和田地区,29.25214827
654000,650000,新疆维吾尔自治区,伊犁哈萨克自治州,197.8611032
654200,650000,新疆维吾尔自治区,塔城地区,137.0115513
654300,650000,新疆维吾尔自治区,阿勒泰地区,91.21398004
659001,650000,新疆维吾尔自治区,石河子市,283.8286481
659002,650000,新疆维吾尔自治区,阿拉尔市,218.1526382
659003,650000,新疆维吾尔自治区,图木舒克市,220.5226837
659004,650000,新疆维吾尔自治区,五家渠市,225.525147
659005,650000,新疆维吾尔自治区,北屯市,218.452108
659006,650000,新疆维吾尔自治区,铁门关市,220.5474059
659007,650000,新疆维吾尔自治区,双河市,273.9291215
659008,650000,新疆维吾尔自治区,可克达拉市,262.1762432
659009,650000,新疆维吾尔自治区,昆玉市,132.907938
659010,650000,新疆维吾尔自治区,胡杨河市,252.17327
710000,710000,台湾省,台湾省,232.4821428
810000,810000,香港特别行政区,香港特别行政区,223.1149558
820000,820000,澳门特别行政区,澳门特别行政区,201.983475
